Kiswahili;Deutsch;Zusatz de;Wortart;Klasse;Animate;Singular Kiswahili;Klasse Singular;Plural Kiswahili;Klasse Plural;Plural Deutsch;Einsilbig;Verbstamm;Infinitiv;Thema;Anmerkung
-chimba;graben;;Verb;;0;;;;;;0;chimba;kuchimba;Arbeit, Handwerk;
-weza;können;;Verb;;0;;;;;;0;weza;kuweza;Allgemein;
-weka;setzen;;Verb;;;;;;;;0;weka;kuweka;Allgemein;
-chelewa kuamka;verschlafen;;Verb;;0;;;;;;0;chelewa kuamka;kuchelewa kuamka;Allgemein;
-zima;ausschalten;;Verb;;0;;;;;;0;zima;kuzima;Technik;
-kuna kucha;die Sonne geht (gerade) auf;;Verb;;0;;;;;;0;kuna kucha;kukuna kucha;Zeit, Zeitrechnung;
-saidia;helfen;;Verb;;0;;;;;;0;saidia;kusaidia;Allgemein;
-zuia;verhindern;;Verb;;;;;;;;0;zuia;kuzuia;Allgemein;
-kuwa;sein;;Verb;;0;;;;;;0;kuwa;kukuwa;Allgemein;
-hara;Durchfall haben;;Verb;;0;;;;;;0;hara;kuhara;Allgemein;
-kuwa na;haben;;Verb;;0;;;;;;0;kuwa na;kukuwa na;Allgemein;
-zaliwa;geboren werden;;Verb;;0;;;;;;0;zaliwa;kuzaliwa;Allgemein;
-la;essen;;Verb;;0;;;;;;1;la;kula;Allgemein;
-ongoza;führen;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
-fanya;machen;;Verb;;;;;;;;0;fanya;kufanya;Allgemein;
-chemsha;kochen (sieden);;Verb;;0;;;;;;0;chemsha;kuchemsha;Allgemein;
-tumia;verwenden;;Verb;;;;;;;;0;tumia;kutumia;Allgemein;
-chelewa;sich verspäten;;Verb;;;;;;;;0;chelewa;kuchelewa;Allgemein;
-vuta;ziehen;;Verb;;0;;;;;;0;vuta;kuvuta;Allgemein;
-jaribu;versuchen;;Verb;;;;;;;;0;jaribu;kujaribu;Allgemein;
-cha;Tag werden;;Verb;;;;;;;;0;cha;kucha;Allgemein;
-umwa;krank sein;;Verb;;;;;;;;0;umwa;kuumwa;Allgemein;
-angalia;aufpassen;;Verb;;;;;;;;0;angalia;kuangalia;Allgemein;
-angalia;vorsichtig sein;;Verb;;;;;;;;0;angalia;kuangalia;Allgemein;
-fika;ankommen;;Verb;;;;;;;;0;fika;kufika;Allgemein;
-lala;sich hinlegen;;Verb;;;;;;;;0;lala;kulala;Allgemein;
-ogopa;sich fürchten;;Verb;;;;;;;;0;ogopa;kuogopa;Allgemein;
-ona;sehen;;Verb;;0;;;;;;0;ona;kuona;Allgemein;
-ambia;[jmdm. etw.] sagen;;Verb;;;;;;;;0;ambia;kuambia;Allgemein;Muss immer mit Objekt-Infix verwendet werden: ninakuambia (ich sage dir)
-leta;bringen;;Verb;;;;;;;;0;leta;kuleta;Allgemein;-leta kann mit &quot;bringen&quot; übersetzt werden, bedeutet dann aber immer &quot;herbringen&quot; nicht &quot;wegbringen&quot;. (&quot;wegbringen siehe: -peleka)
-acha;verlassen;;Verb;;0;;;;;;0;acha;kuacha;Allgemein;
-fungua;aufschliessen;;Verb;;0;-fungua;;;;;0;fungua;kufungua;Allgemein;
-pata;bekommen;;Verb;;;;;;;;0;pata;kupata;Allgemein;
-funga;schliessen;;Verb;;;;;;;;0;funga;kufunga;Allgemein;
-salimu;grüssen;;Verb;;0;;;;;;0;salimu;kusalimu;Allgemein;
-furahi;sich freuen;;Verb;;0;;;;;;0;furahi;kufurahi;Allgemein;
-pa;[jmdm. etw.] geben;;Verb;;;;;;;;0;pa;kupa;Allgemein;immer mit Objekt-Infix!
-uliza;fragen;;Verb;;;;;;;;0;uliza;kuuliza;Allgemein;
-toka;kommen aus;;Verb;;;;;;;;0;toka;kutoka;Allgemein;
-ita;rufen;;Verb;;;;;;;;0;ita;kuita;Allgemein;
-ajabu;sich wundern;;Verb;;0;;;;;;0;ajabu;kuajabu;Allgemein;
-kaa;sitzen;;Verb;;0;;;;;;0;kaa;kukaa;Allgemein;
-jua;wissen;;Verb;;;;;;;;0;jua;kujua;Allgemein;
-isha;etwas beenden;;Verb;;;;;;;;0;isha;kuisha;Allgemein;
-ingiza;hineintun;;Verb;;0;;;;;;0;ingiza;kuingiza;Allgemein;
-ingiza;installieren;;Verb;;;;;;;;0;ingiza;kuingiza;Computer;
-kinga;schützen (vor);;Verb;;;;;;;;0;kinga;kukinga;Allgemein;
-jifunza;lernen;;Verb;;0;;;;;;0;jifunza;kujifunza;Allgemein;
-lia;weinen;;Verb;;;;;;;;0;lia;kulia;Allgemein;
-ja;kommen;;Verb;;0;;;;;;1;ja;kuja;Allgemein;
-sikia;hören;;Verb;;;;;;;;0;sikia;kusikia;Allgemein;
-uma;schmerzen;;Verb;;;;;;;;0;uma;kuuma;Allgemein;
-washa;einschalten;;Verb;;;;;;;;0;washa;kuwasha;Allgemein;
-enda;gehen;;Verb;;0;;;;;;0;enda;kuenda;Allgemein;
-shika;greifen;;Verb;;;;;;;;0;shika;kushika;Allgemein;
-sukuma;drücken;;Verb;;0;;;;;;0;sukuma;kusukuma;Allgemein;
-lima;anbauen;;Verb;;;;;;;;0;lima;kulima;Allgemein;
-taka;wollen;;Verb;;;;;;;;0;taka;kutaka;Allgemein;
-uza;verkaufen;;Verb;;0;;;;;;0;uza;kuuza;Allgemein;
-chomea;schweissen;;Verb;;0;;;;;;0;chomea;kuchomea;Arbeit, Handwerk;
-chwa;Sonne untergehen;;Verb;;;;;;;;0;chwa;kuchwa;Allgemein;
-nywa;trinken;;Verb;;0;;;;;;0;nywa;kunywa;Allgemein;
-fundisha;unterrichten;;Verb;;;;;;;;0;fundisha;kufundisha;Allgemein;
-fanya bidii;sich anstrengen;;Verb;;0;;;;;;0;fanya bidii;kufanya bidii;Allgemein;
-peleka;bringen;;Verb;;;;;;;;0;peleka;kupeleka;Allgemein;Etwas an einen anderen Ort bringen, aber nicht: herbringen
-penda;lieben;;Verb;;;;;;;;0;penda;kupenda;Allgemein;
-pona;gesunden;;Verb;;;;;;;;0;pona;kupona;Allgemein;
-pona;genesen;;Verb;;;;;;;;0;pona;kupona;Allgemein;
-fa;sterben;;Verb;;0;;;;;;1;fa;kufa;Allgemein;
-sema;sprechen;;Verb;;;;;;;;0;sema;kusema;Allgemein;
-kume kucha;die Sonne ist aufgegangen;;Verb;;0;;;;;;0;kume kucha;kukume kucha;Zeit, Zeitrechnung;
-salimia;grüssen;;Verb;;0;;;;;;0;salimia;kusalimia;Allgemein;
Naweza kukusaidia?;Kann ich dir helfen?;;Beispiel;;0;;;;;;0;;;Allgemein;
Fungua folda, kopi na weka kwenye desktop.;Öffne den Ordner, kopiere ihn und lege ihn auf den Desktop.;;Beispiel;;0;;;;;;0;;;Computer;
Tafadhali, zima kompyuta na washa tena.;Bitte fahre den Computer herunter und starte ihn dann wieder (Reboot);;Beispiel;;0;;;;;;0;;;Allgemein;
Naomba msaada?;Kann ich Hilfe bekommen?;;Beispiel;;0;;;;;;0;;;Allgemein;
Anaomba msaada.;Er bittet um Hilfe.;;Beispiel;;0;;;;;;0;;;Allgemein;
amepiga simu kwa mimi (kwa Simon);Er hat mich angerufen. (Er hat Simon angerufen.);;Beispiel;;0;;;;;;0;;;Allgemein;
likizo;Urlaub, Ferien;;Substantiv;9/10;0;likizo;9;likizo;10;Ferien (Pl.);0;;;Arbeit, Handwerk;
Ameenda likizo.;Er ist in Urlaub gegangen.;;Beispiel;;0;;;;;;0;;;Arbeit, Handwerk;
Yupo likizoni. Yupo likizo.;Er ist im Urlaub.;;Beispiel;;0;;;;;;0;;;Arbeit, Handwerk;
Unataka kutuma barua pepe?;Möchtest Du Emails verschicken?;;Beispiel;;0;;;;;;0;;;Computer;
kama;wenn, falls, sofern;;Sonstige;;0;;;;;;0;;;Allgemein;
kama;ob;;Sonstige;;0;;;;;;0;;;Allgemein;
kama;ungefähr;;Sonstige;;0;;;;;;0;;;Allgemein;
kama watu kumi;ungefähr 10 Leute;;Beispiel;;0;;;;;;0;;;Allgemein;
wiki ijayo;nächste Woche;;Ausdruck;;0;;;;;;0;;;Allgemein;
kwa mara nyingine;ein anderes Mal, nächstes Mal;;Beispiel;;0;;;;;;0;;;Allgemein;
Amerudi jana lakini ajafika offisini;Er ist (zwar) gestern zurückgekommen, aber er war (heute) noch nicht im Büro.;;Beispiel;;0;;;;;;0;;;Allgemein;
-amkia;[jmdn.] begrüssen;;Verb;;;;;;;;0;amkia;kuamkia;Allgemein;
Siyo muhimu!;Es ist nicht wichtig!;;Beispiel;;0;;;;;;0;;;Allgemein;
mara;Mal;;Substantiv;9/10;0;mara;9;mara;10;Male;0;;;Allgemein;
mara hii;dieses Mal, sofort, unverzüglich;;Ausdruck;;0;;;;;;0;;;Allgemein;
mara nyingi;mehrmals, vielfach;;Ausdruck;;0;;;;;;0;;;Allgemein;
mara kwa mara;oft, wiederholt, von Zeit zu Zeit, gelegentlich;;Ausdruck;;0;;;;;;0;;;Allgemein;
balbu;Glühbirne;;Substantiv;9/10;0;balbu;9;balbu;10;Glühbirnen;0;;;Allgemein;
bafu;Badezimmer;;Substantiv;9/10;0;bafu;9;bafu;10;Badezimmer (Pl.);0;;;Allgemein;
taa;Lampe, Licht;;Substantiv;9/10;0;taa;9;taa;10;Lampen, Lichter;0;;;Allgemein;
-washa taa;Lampe einschalten, Licht anzünden;;Ausdruck;;0;;;;;;0;;;Allgemein;
-zima taa;Lampe ausschalten, Licht auslöschen;;Ausdruck;;0;;;;;;0;;;Allgemein;
-washa;ohrfeigen;;Verb;;0;;;;;;0;washa;kuwasha;Allgemein;
-washa moto;Feuer machen;;Ausdruck;;0;;;;;;0;;;Allgemein;
-zima;löschen;;Verb;;0;;;;;;0;zima;kuzima;Allgemein;
-zima kompyuta;Computer ausschalten (herunterfahren);;Ausdruck;;0;;;;;;0;;;Allgemein;
-washa;kratzen;;Verb;;0;;;;;;0;washa;kuwasha;Allgemein;
ijayo;kommend;;Sonstige;;0;;;;;;1;ja;kuja;Allgemein;auch: ujao
wiki ijayo;nächste Woche, kommende Woche;;Ausdruck;;0;;;;;;0;;;Allgemein;
wiki kesho, mwaka kesho;nächste Woche, kommende Woche, nächstes Jahr;;Ausdruck;;0;;;;;;0;;;Allgemein;
-ngapi;wieviel;;Adjektiv;;;;;;;;;;;Allgemein;
jamhuri;Republik;;Substantiv;9/10;0;jamhuri;9;jamhuri;10;Republiken;0;;;Allgemein;
serikali;Regierung;;Substantiv;9/10;0;serikali;9;serikali;10;Regierungen;0;;;Allgemein;
wimbo;Lied;;Substantiv;11/10;0;wimbo;11;nyimbo;10;Lieder;0;;;Allgemein;
uislamu;Islam;;Substantiv;11;0;uislamu;11;;;;0;;;Allgemein;
ukristo;Christentum;;Substantiv;11;0;ukristo;11;;;;0;;;Allgemein;
uhuru;Unabhängigkeit, Freiheit;;Substantiv;11;0;uhuru;11;;;;0;;;Allgemein;
-kuu;gross;;Adjektiv;;;;;;;;;;;Allgemein;
mji mkuu;Hauptstadt;;Substantiv;3/4;0;mji mkuu;3;miji mikuu;4;Hauptstädte;0;;;Allgemein;
-nne;vier;;Adjektiv;;0;;;;;;0;;;Allgemein;
-tano;fünf;;Adjektiv;;0;;;;;;0;;;Allgemein;
sita;sechs;;Adjektiv;;0;;;;;;0;;;Allgemein;wird ohne Präfix gebildet
saba;sieben;;Adjektiv;;0;;;;;;0;;;Allgemein;wird ohne Präfix gebildet
tisa;neun;;Adjektiv;;0;;;;;;0;;;Allgemein;wird ohne Präfix gebildet
kumi;zehn;;Adjektiv;;0;;;;;;0;;;Allgemein;wird ohne Präfix gebildet
-moja;eins;;Adjektiv;;;;;;;;;;;Allgemein;
-mbili;zwei;;Adjektiv;;0;;;;;;0;;;Allgemein;
-tatu;drei;;Adjektiv;;0;;;;;;0;;;Allgemein;
-nane;acht;;Adjektiv;;0;;;;;;0;;;Allgemein;
kwa hiyo;deshalb;;Sonstige;;0;;;;;;0;;;Allgemein;
-imba;singen;;Verb;;0;;;;;;0;imba;kuimba;Allgemein;
-kumbuka;nachdenken;;Verb;;0;;;;;;0;kumbuka;kukumbuka;Allgemein;
-kumbuka;sich erinnern;;Verb;;0;;;;;;0;kumbuka;kukumbuka;Allgemein;
-kumbuka;gedenken;;Verb;;0;;;;;;0;kumbuka;kukumbuka;Allgemein;
-kumbuka;[sich etw.] merken;;Verb;;;;;;;;0;kumbuka;kukumbuka;Allgemein;
kule;an jenem Platz;;Sonstige;;0;;;;;;0;;;Allgemein;Dem. Pron.
kule;dort, dorthin, dorther;;Sonstige;;0;;;;;;0;;;Allgemein;
msingi;Fundament, Grundlage;;Substantiv;3/4;0;msingi;3;misingi;4;Fundamente, Grundlagen;0;;;Allgemein;
kwa msingi wa;auf der Grundlage von;;Ausdruck;;0;;;;;;0;;;Allgemein;
-a msingi;grundlegend;;Adjektiv;;;;;;;;;;;Allgemein;
shule ya msingi;Grundschule, Primarschule;;Substantiv;9/10;0;shule ya msingi;9;shule za msingi;10;Grundschulen;0;;;Allgemein;
bati;Blech;;Substantiv;5/6;0;bati;5;mabati;6;Bleche;;;;Allgemein;
nyumba ya mabati;Haus mit Wellblechdach;;Substantiv;9/10;0;nyumba ya mabati;9;nyumba za mabati;10;Häuser mit Wellblechdächern;0;;;Allgemein;
fundi wa bati;Klempner;;Substantiv;5/6;1;fundi wa bati;5;mafundi wa bati;6;Klempner (Pl.);0;;;Arbeit, Handwerk;
dirisha;Fenster;;Substantiv;5/6;0;dirisha;5;madirisha;6;Fenster (Pl.);0;;;Allgemein;
goti;Knie;;Substantiv;5/6;0;goti;5;magoti;6;Kniee (Pl.);0;;;Allgemein;
fundi;Handwerker;;Substantiv;5/6;0;fundi;5;mafundi;6;Handwerker;;;;Allgemein;
fundi (wa) umeme;Elektriker;;Substantiv;5/6;0;fundi (wa) umeme;5;mafundi (wa) umeme;6;Elektriker (Pl.);0;;;Arbeit, Handwerk;
fundi (wa) bomba;Klempner;;Substantiv;5/6;0;fundi (wa) bomba;5;mafundi (wa) bomba;6;Klempner (Pl.);0;;;Arbeit, Handwerk;
fundi;Könner;;Substantiv;5/6;0;fundi;5;mafundi;6;Könner;;;;Allgemein;
Yeye ni fundi kwa kucheza mpira.;Er ist ein Meister des Fussballspiels.;;Beispiel;;0;;;;;;0;;;Allgemein;
bei;Preis;;Substantiv;9/10;0;bei;9;bei;10;Preise;0;;;Allgemein;
simu;Telefon;;Substantiv;9/10;0;simu;9;simu;10;Telefone;0;;;Allgemein;
picha;Bild;;Substantiv;9/10;0;picha;9;picha;10;Bilder;0;;;Allgemein;
seremala;Schreiner, Zimmermann;;Substantiv;9/10;1;seremala;9;seremala;10;Schreiner (Pl.), Zimmermänner;0;;;Arbeit, Handwerk;
bei;Kaufpreis;;Substantiv;9/10;0;bei;9;bei;10;Kaufpreise;0;;;Allgemein;
tembelea;aufsuchen (Platz oder Person);;Verb;;0;;;;;;0;tembelea;kutembelea;Allgemein;
huyu;dieser, diese, dieses;;Sonstige;1/2;0;huyu;1;hawa;0;diese (Pl.);0;;;Allgemein;
sita;sechs;;Adjektiv;;0;;;;;;0;;;Allgemein;
mpaka;bis (zeitlich);;Sonstige;;0;;;;;;;;;Zeit, Zeitrechnung;
bei gani?;Was kostet es? Wie teuer ist das?;;Ausdruck;;0;;;;;;0;;;Allgemein;
shilingi;Schilling;;Substantiv;9/10;0;shilingi;9;shilingi;10;Schillinge;0;;;Allgemein;Währung in Tansania: Tansanische Schillinge TZS
-piga simu;telefonieren;;Verb;;0;;;;;;0;piga simu;kupiga simu;Allgemein;
kwa simu;telefonisch;;Sonstige;;0;;;;;;0;;;Allgemein;
ukuta;Mauer, Wand;;Substantiv;11/10;0;ukuta;11;kuta;10;Mauern, Wände;0;;;Allgemein;
ubao;Brett;;Substantiv;11/10;0;ubao;11;mbao;10;Bretter;0;;;Allgemein;
ubao;Wandtafel;;Substantiv;11/10;0;ubao;11;mbao;10;Wandtafeln;0;;;Allgemein;
ubao;Balken, Planke, Bohle;;Substantiv;11/10;0;ubao;11;mbao;10;Balken (Pl.), Planken, Bohlen;0;;;Arbeit, Handwerk;
uwongo;Lüge;;Substantiv;11;0;uwongo;11;;;;;;;Allgemein;
-zima;ungeteilt;;Adjektiv;;;;;;;;;;;Allgemein;
halafu;nachher;;Adverb;;0;;;;;;0;;;Allgemein;
-maliza;beenden;;Verb;;0;;;;;;0;maliza;kumaliza;Allgemein;
Umemaliza? Ndiyo, nimemaliza.;Bist Du fertig? Ja, ich bin fertig.;;Beispiel;;0;;;;;;0;;;Allgemein;
-jenga;bauen;;Verb;;;;;;;;0;jenga;kujenga;Arbeit, Handwerk;
-piga;schlagen;;Verb;;0;;;;;;0;piga;kupiga;Allgemein;
-piga hodi;Einlass begehren;;Verb;;;;;;;;0;piga hodi;kupiga hodi;Allgemein;entspricht: &quot;anklopfen&quot;
-piga kengele;läuten;;Verb;;;;;;;;0;piga kengele;kupiga kengele;Allgemein;
-piga kelele;schreien;;Verb;;;;;;;;0;piga kelele;kupiga kelele;Allgemein;
-piga chapa;drucken;;Verb;;0;;;;;;0;piga chapa;kupiga chapa;Arbeit, Handwerk;
-piga magoti;niederknien;;Verb;;0;;;;;;0;piga magoti;kupiga magoti;Allgemein;
-piga maji;sich betrinken;;Verb;;0;;;;;;0;piga maji;kupiga maji;Allgemein;
-piga mashine;Schreibmaschine schreiben;;Verb;;0;;;;;;0;piga mashine;kupiga mashine;Allgemein;
-piga vita;Krieg führen;;Verb;;0;;;;;;0;piga vita;kupiga vita;Allgemein;
-piga picha;fotografieren;;Verb;;0;;;;;;0;piga picha;kupiga picha;Allgemein;
-piga makuu;den grossen Mann spielen;;Verb;;0;;;;;;0;piga makuu;kupiga makuu;Allgemein;
-piga sindano;eine Spritze geben (med.);;Verb;;0;;;;;;0;piga sindano;kupiga sindano;Arbeit, Handwerk;
-piga vibaya;misshandeln;;Verb;;0;;;;;;0;piga vibaya;kupiga vibaya;Allgemein;
-piga ngoma;trommeln;;Verb;;0;;;;;;0;piga ngoma;kupiga ngoma;Allgemein;
wasiwasi;Sorgen;;Substantiv;9;0;wasiwasi;9;;;;;;;Allgemein;
wasiwasi;Zweifel;;Substantiv;9;0;wasiwasi;9;;;;;;;Allgemein;
-wa na wasiwasi;sich Sorgen machen;;Verb;;;;;;;;0;wa na wasiwasi;kuwa na wasiwasi;Allgemein;
usiwe na wasiwasi;mach\&#039; Dir keine Sorgen;;Ausdruck;;0;;;;;;0;;;Allgemein;
-weka ndani;einsperren;;Verb;;0;;;;;;0;weka ndani;kuweka ndani;Allgemein;
-weka akiba;sparen;;Verb;;;;;;;;0;weka akiba;kuweka akiba;Allgemein;
chombo;Werkzeug;;Substantiv;7/8;0;chombo;7;vyombo;8;Werkzeuge;;;;Allgemein;
birika;Kessel;;Substantiv;5/6;0;birika;5;mabirika;6;Kessel;;;;Allgemein;
birika;Teekanne;;Substantiv;5/6;0;birika;5;mabirika;6;Teekannen;;;;Allgemein;
sifuri;Null;;Substantiv;9/10;0;sifuri;9;sifuri;10;Nullen;;;;Allgemein;
chombo;Gerät;;Substantiv;7/8;0;chombo;7;vyombo;8;Geräte;;;;Allgemein;
kitanda;Bett;;Substantiv;7/8;0;kitanda;7;vitanda;8;Betten;;;;Allgemein;
kiti;Stuhl, Sitzgelegenheit, Platz;;Substantiv;7/8;0;kiti;7;viti;8;Stühle;;;;Allgemein;
Karibu kiti;Bitte nimm Platz;;Beispiel;;0;;;;;;;;;Allgemein;
kikombe;Tasse;;Substantiv;7/8;0;kikombe;7;vikombe;8;Tassen;0;;;Allgemein;
kisahani;Unterteller;;Substantiv;7/8;0;kisahani;7;visahani;8;Unterteller;;;;Allgemein;
kijiko;Löffel;;Substantiv;7/8;0;kijiko;7;vijiko;8;Löffel (Pl.);;;;Allgemein;
kabati;Schrank;;Substantiv;5/6;0;kabati;5;makabati;6;Schränke;;;;Allgemein;
sahani;Teller;;Substantiv;9/10;0;sahani;9;sahani;10;Teller (Pl.);;;;Allgemein;
uma;Gabel;;Substantiv;11/10;0;uma;11;nyuma;10;Gabeln;;;;Allgemein;
umeme;Strom;;Substantiv;11;0;umeme;11;;;;;;;Allgemein;
pamoja;gemeinsam, zusammen;;Sonstige;;0;;;;;;;;;Allgemein;
pamoja na;gemeinsam mit, einschliesslich,  in Verbindung mit;;Sonstige;;0;;;;;;;;;Allgemein;
siyo;nein;;Sonstige;;0;;;;;;0;;;Allgemein;
-hitaji;brauchen;;Verb;;;;;;;;0;hitaji;kuhitaji;Allgemein;
-hitaji;wünschen;;Verb;;;;;;;;0;hitaji;kuhitaji;Allgemein;
yahitaji;es ist notwendig;;Ausdruck;;0;;;;;;;;;Allgemein;
hitaji;Bedürfnis;;Substantiv;5/6;0;hitaji;5;mahitaji;6;Bedürfnisse;;;;Allgemein;Im Singular auch oft: mahitaji
hitaji;Erfordernis;;Substantiv;5/6;0;hitaji;5;mahitaji;6;Erfordernisse;;;;Allgemein;Im Singular auch oft: mahitaji
mkeka;Matte, Schlafmatte;;Substantiv;3/4;0;mkeka;3;mikeka;4;Matten, Schlafmatten;;;;Allgemein;
basi;Bus;;Substantiv;5/6;0;basi;5;mabasi;6;Busse, Omnibusse;;;;Allgemein;
kituo;Station, Ort;;Substantiv;7/8;0;kituo;7;vituo;8;Stationen, Orte;;;;Allgemein;
kituo cha basi;Bushaltestelle;;Substantiv;7/8;0;kituo cha basi;7;vituo vya basi;8;Bushaltestellen;;;;Allgemein;
kituo;Zentrum, Anstalt, Institution, Einrichtung;;Substantiv;7/8;0;kituo;7;vituo;8;Zentren, Anstalten, Institutionen, Einrichtungen;;;;Allgemein;
kituo cha petroli;Tankstelle;;Substantiv;7/8;0;kituo cha petroli;7;vituo vya petroli;8;Tankstellen;;;;Allgemein;
kituo cha teksi;Taxistand;;Substantiv;7/8;0;kituo cha teksi;7;vituo vya teksi;8;Taxistände;;;;Allgemein;
bahati;Glück;;Substantiv;9/10;0;bahati;9;bahati;10;Glück;;;;Allgemein;&quot;Bahati&quot; kann gut oder schlecht sein. Bei &quot;schlechtem&quot; Glück (Unglück) wird &quot;bahati mbaya&quot; verwendet.
kwa bahati;glücklicherweise;;Sonstige;;0;;;;;;;;;Allgemein;
bahati mbaya;Unglück;;Substantiv;9/10;0;bahati mbaya;9;bahati mbaya;10;Unglücke;;;;Allgemein;
kwa bahati mbaya;aus Versehen, unglücklicherweise,  leider;;Sonstige;;0;;;;;;;;;Allgemein;
zawadi;Geschenk;;Substantiv;9/10;0;zawadi;9;zawadi;10;Geschenke;;;;Allgemein;
mvua;Regen;;Substantiv;9/10;0;mvua;9;mvua;10;Regen (Pl.);;;;Allgemein;
mvua inanyesha;es regnet;;Ausdruck;;0;;;;;;;;;Allgemein;
wakati wa mvua;Regenzeit;;Substantiv;11/10;0;wakati wa mvua;11;nyakati za mvua;10;Regenzeiten;;;;Allgemein;
shangazi;Tante (väterlicherseits);;Substantiv;9/10;1;shangazi;9;shangazi;10;Tanten;;;;Allgemein;Shangazi wird nur für die Schwester des Vaters verwendet. Die Schwester der Mutter ist Mama mdogo
kwa kuwa;weil;;Sonstige;;0;;;;;;;;;Allgemein;
kwa sababu;weil;;Sonstige;;;;;;;;;;;Allgemein;
sindikiza;[jmdn.] begleiten;;Verb;;;;;;;;0;sindikiza;kusindikiza;Allgemein;Bedeutung: einen Gast beim Abschied ein kleines Stückchen auf dem Weg begleiten, als Ausdruck des Respekts und der Höflichkeit.
kwamba;dass;;Sonstige;;0;;;;;;;;;Allgemein;Die Konjunktion &quot;dass&quot; kann mit &quot;kwamba&quot;, &quot;ya kwamba&quot;, &quot;kuwa&quot; oder &quot;ya kuwa&quot; ausgedrückt werden.
ya kwamba;dass;;Sonstige;;0;;;;;;;;;Allgemein;Die Konjunktion &quot;dass&quot; kann mit &quot;kwamba&quot;, &quot;ya kwamba&quot;, &quot;kuwa&quot; oder &quot;ya kuwa&quot; ausgedrückt werden.
kuwa;dass;;Sonstige;;0;;;;;;;;;Allgemein;Die Konjunktion &quot;dass&quot; kann mit &quot;kwamba&quot;, &quot;ya kwamba&quot;, &quot;kuwa&quot; oder &quot;ya kuwa&quot; ausgedrückt werden.
ya kuwa;dass;;Sonstige;;0;;;;;;;;;Allgemein;Die Konjunktion &quot;dass&quot; kann mit &quot;kwamba&quot;, &quot;ya kwamba&quot;, &quot;kuwa&quot; oder &quot;ya kuwa&quot; ausgedrückt werden.
Nimesikia kwamba mlingoja kupata mgeni.;Ich habe gehört, dass ihr einen Gast erwartet.;;Beispiel;;0;;;;;;;;;Allgemein;Statt &quot;kwamba&quot; auch: &quot;ya kwamba&quot;, &quot;kuwa&quot; oder &quot;ya kuwa&quot; möglich.
-ona;fühlen;;Verb;;;;;;;;0;ona;kuona;Allgemein;
-ona;meinen;;Verb;;;;;;;;0;ona;kuona;Allgemein;
-ona;denken;;Verb;;;;;;;;0;ona;kuona;Allgemein;
-ona mbele;voraussehen;;Verb;;;;;;;;0;ona mbele;kuona mbele;Allgemein;
kwa kuona mbele;voraussichtlich;;Sonstige;;0;;;;;;;;;Allgemein;
-ona baridi;frieren;;Ausdruck;;0;;;;;;;;;Allgemein;wörtlich: Kälte empfinden
-ona bahati;glücklich sein;;Verb;;0;;;;;;;ona bahati;kuona bahati;Allgemein;
-ona njaa;hungrig sein;;Verb;;0;;;;;;;ona njaa;kuona njaa;Allgemein;
-ona kiu;durstig sein;;Verb;;0;;;;;;;ona kiu;kuona kiu;Allgemein;
-ona furaha;Freude empfinden;;Verb;;0;;;;;;;ona furaha;kuona furaha;Allgemein;
-onana;sich (wieder)sehen;;Verb;;0;;;;;;;onana;kuonana;Allgemein;
mpaka lini?;bis wann?;;Ausdruck;;0;;;;;;;;;Allgemein;
hata;bis (zeitlich);;Sonstige;;;;;;;;;;;Zeit, Zeitrechnung;
tanga asubuhi hata jioni;von morgens bis abends;;Beispiel;;0;;;;;;;;;Zeit, Zeitrechnung;
hata;so dass;;Sonstige;;;;;;;;;;;Allgemein;
hata hivyo;dennoch;;Adverb;;;;;;;;;;;Allgemein;
ngoja;warten, erwarten;;Substantiv;;0;;;;;;;;;Allgemein;
pendana;sich lieben;;Verb;;0;;;;;;;pendana;kupendana;Allgemein;
pigana;miteinander kämpfen;;Verb;;0;;;;;;;pigana;kupigana;Allgemein;
-achana;einander verlassen;;Verb;;0;;;;;;0;achana;kuachana;Allgemein;
-pata afya;gesund werden;;Verb;;;;;;;;0;pata afya;kupata afya;Allgemein;
-pata baridi;sich erkälten;;Verb;;0;;;;;;;pata baridi;kupata baridi;Allgemein;
-patana (na);sich einigen, übereinkommen, übereinstimmen, vereinbaren;;Substantiv;;0;;;;;;;;;Allgemein;
-patana;sich versöhnen;;Verb;;;;;;;;0;patana;kupatana;Allgemein;
-ruhusu;erlauben;;Verb;;0;;;;;;0;ruhusu;kuruhusu;Allgemein;
Inaruhusiwa;Es ist erlaubt;;Beispiel;;0;;;;;;;;;Allgemein;Bei Passivform von Verben mit Endung &quot;u&quot; wird das &quot;u&quot; zu &quot;i&quot;.
Hairuhusiwi kusikia muziki.;Es ist nicht erlaubt, Musik zu hören;;Beispiel;;0;;;;;;;;;Allgemein;
mzazi;Eltern(teil);;Substantiv;1/2;0;mzazi;1;wazazi;2;Eltern (Pl.);;;;Allgemein;
mwaka;Jahr;;Substantiv;3/4;0;mwaka;3;miaka;4;Jahre;;;;Allgemein;
tarehe;Datum;;Substantiv;9/10;0;tarehe;9;tarehe;10;;;;;Allgemein;
ijumaa;Freitag;;Substantiv;9/10;0;ijumaa;9;ijumaa;10;Freitage;;;;Zeit, Zeitrechnung;
jumamosi;Samstag;;Substantiv;9/10;0;jumamosi;9;jumamosi;10;Samstage;;;;Zeit, Zeitrechnung;
